Running PageRank with data/soc-sign-Slashdot081106.txt
0.00001410 : 36188 25349
0.00001410 : 36196 25350
0.00001410 : 36190 25351
0.00001410 : 36184 25352
0.00001410 : 36194 25353
0.00001410 : 36062 25354
0.00001410 : 36055 25355
0.00001410 : 36056 25356
0.00001410 : 50349 25357
0.00001410 : 50350 25358
0.00001410 : 50351 25359
0.00001410 : 50348 25360
0.00001410 : 42717 25361
0.00001410 : 42714 25362
0.00001410 : 42712 25363
0.00001410 : 42698 25364
0.00001410 : 42700 25365
0.00001410 : 42701 25366
0.00001410 : 42708 25367
0.00001410 : 42710 25368
0.00001410 : 32558 25369
0.00001410 : 38040 25370
0.00001410 : 33213 25371
0.00001410 : 56866 25372
0.00001410 : 45269 25373
0.00001410 : 28466 25374
0.00001410 : 29379 25375
0.00001410 : 29373 25376
0.00001410 : 29376 25377
0.00001410 : 29364 25378
0.00001410 : 67842 25379
0.00001410 : 67841 25380
0.00001410 : 67840 25381
0.00001410 : 39651 25382
0.00001410 : 54413 25383
0.00001410 : 25713 25384
0.00001410 : 54204 25385
0.00001410 : 66837 25386
0.00001410 : 58268 25387
0.00001409 : 28882 25388
0.00001409 : 44963 25389
0.00001409 : 59870 25390
0.00001409 : 35433 25391
0.00001409 : 65601 25392
0.00001409 : 65603 25393
0.00001409 : 65604 25394
0.00001409 : 66428 25395
0.00001409 : 32476 25396
0.00001409 : 47693 25397
0.00001409 : 18820 25398
0.00001409 : 52642 25399
0.00001409 : 55030 25400
0.00001409 : 56953 25401
0.00001409 : 56952 25402
0.00001409 : 56954 25403
0.00001409 : 32919 25404
0.00001409 : 48061 25405
0.00001409 : 58229 25406
0.00001409 : 41687 25407
0.00001409 : 38711 25408
0.00001409 : 38703 25409
0.00001409 : 38704 25410
0.00001409 : 38705 25411
0.00001409 : 49710 25412
0.00001409 : 36235 25413
0.00001409 : 61926 25414
0.00001409 : 71678 25415
0.00001409 : 41154 25416
0.00001409 : 32713 25417
0.00001409 : 38905 25418
0.00001409 : 38989 25419
0.00001409 : 42197 25420
0.00001409 : 30807 25421
0.00001409 : 61753 25422
0.00001409 : 47179 25423
0.00001409 : 45985 25424
0.00001409 : 65714 25425
0.00001409 : 65712 25426
0.00001409 : 8120 25427
0.00001409 : 13093 25428
0.00001409 : 13099 25429
0.00001409 : 13105 25430
0.00001409 : 44060 25431
0.00001409 : 44063 25432
0.00001409 : 42176 25433
0.00001409 : 33877 25434
0.00001409 : 33876 25435
0.00001409 : 62980 25436
0.00001409 : 17365 25437
0.00001408 : 64469 25438
0.00001408 : 41636 25439
0.00001408 : 56480 25440
0.00001408 : 56479 25441
0.00001408 : 16542 25442
0.00001408 : 45611 25443
0.00001408 : 43670 25444
0.00001408 : 43669 25445
0.00001408 : 43666 25446
0.00001408 : 43665 25447
0.00001408 : 43664 25448
0.00001408 : 43663 25449
0.00001408 : 43661 25450
0.00001408 : 43657 25451
0.00001408 : 43656 25452
0.00001408 : 34779 25453
0.00001408 : 60257 25454
0.00001408 : 60256 25455
0.00001408 : 43032 25456
0.00001408 : 45228 25457
0.00001408 : 45226 25458
0.00001408 : 58151 25459
0.00001408 : 42592 25460
0.00001408 : 42593 25461
0.00001408 : 48210 25462
0.00001408 : 27720 25463
0.00001408 : 36334 25464
0.00001408 : 41684 25465
0.00001408 : 53111 25466
0.00001408 : 61855 25467
0.00001407 : 67728 25468
0.00001407 : 67729 25469
0.00001407 : 45847 25470
0.00001407 : 49029 25471
0.00001407 : 49505 25472
0.00001407 : 40019 25473
0.00001407 : 40020 25474
0.00001407 : 52778 25475
0.00001407 : 52779 25476
0.00001407 : 52780 25477
0.00001407 : 75622 25478
0.00001407 : 75621 25479
0.00001407 : 75620 25480
0.00001407 : 26010 25481
0.00001407 : 58570 25482
0.00001407 : 14780 25483
0.00001407 : 20299 25484
0.00001407 : 57879 25485
0.00001407 : 49199 25486
0.00001407 : 49203 25487
0.00001407 : 49202 25488
0.00001407 : 49201 25489
0.00001407 : 47523 25490
0.00001407 : 47257 25491
0.00001407 : 47261 25492
0.00001407 : 42858 25493
0.00001407 : 51953 25494
0.00001407 : 57502 25495
0.00001407 : 13941 25496
0.00001407 : 73374 25497
0.00001407 : 49071 25498
0.00001407 : 61715 25499
0.00001407 : 61714 25500
0.00001407 : 43586 25501
0.00001407 : 43590 25502
0.00001407 : 43583 25503
0.00001407 : 43585 25504
0.00001407 : 70130 25505
0.00001407 : 23547 25506
0.00001407 : 43568 25507
0.00001407 : 54364 25508
0.00001407 : 54361 25509
0.00001407 : 54362 25510
0.00001407 : 54366 25511
0.00001407 : 54360 25512
0.00001407 : 54359 25513
0.00001407 : 50817 25514
0.00001407 : 50821 25515
0.00001407 : 50819 25516
0.00001407 : 50820 25517
0.00001407 : 11260 25518
0.00001407 : 58868 25519
0.00001407 : 14754 25520
0.00001407 : 35740 25521
0.00001407 : 64143 25522
0.00001407 : 64142 25523
0.00001407 : 49355 25524
0.00001407 : 59098 25525
0.00001407 : 68548 25526
0.00001407 : 61013 25527
0.00001407 : 41511 25528
0.00001407 : 65320 25529
0.00001407 : 58084 25530
0.00001407 : 58085 25531
0.00001407 : 58086 25532
0.00001407 : 46707 25533
0.00001407 : 59993 25534
0.00001407 : 56948 25535
0.00001407 : 51056 25536
0.00001407 : 18189 25537
0.00001407 : 18223 25538
0.00001407 : 18122 25539
0.00001407 : 18210 25540
0.00001407 : 18139 25541
0.00001407 : 18179 25542
0.00001407 : 18170 25543
0.00001407 : 18218 25544
0.00001407 : 18211 25545
0.00001407 : 18142 25546
0.00001407 : 18125 25547
0.00001407 : 18230 25548
0.00001407 : 18152 25549
0.00001407 : 18213 25550
0.00001407 : 18148 25551
0.00001407 : 18158 25552
0.00001406 : 34837 25553
0.00001406 : 33493 25554
0.00001406 : 30382 25555
0.00001406 : 27203 25556
0.00001406 : 43597 25557
0.00001406 : 43600 25558
0.00001406 : 43598 25559
0.00001406 : 43593 25560
0.00001406 : 43595 25561
0.00001406 : 74462 25562
0.00001406 : 27672 25563
0.00001406 : 35256 25564
0.00001406 : 49322 25565
0.00001406 : 55964 25566
0.00001406 : 55966 25567
0.00001406 : 55962 25568
0.00001406 : 55965 25569
0.00001406 : 24521 25570
0.00001406 : 25204 25571
0.00001406 : 35567 25572
0.00001406 : 38872 25573
0.00001406 : 61398 25574
0.00001406 : 61397 25575
0.00001406 : 53282 25576
0.00001406 : 17064 25577
0.00001406 : 49668 25578
0.00001406 : 38809 25579
0.00001406 : 28968 25580
0.00001406 : 17687 25581
0.00001406 : 49652 25582
0.00001406 : 53059 25583
0.00001406 : 53058 25584
0.00001406 : 37995 25585
0.00001406 : 16366 25586
0.00001406 : 16365 25587
0.00001406 : 16369 25588
0.00001406 : 39637 25589
0.00001406 : 17037 25590
0.00001406 : 51796 25591
0.00001406 : 50076 25592
0.00001406 : 18571 25593
0.00001405 : 17087 25594
0.00001405 : 46829 25595
0.00001405 : 56602 25596
0.00001405 : 16604 25597
0.00001405 : 29079 25598
0.00001405 : 54784 25599
0.00001405 : 45514 25600
0.00001405 : 54991 25601
0.00001405 : 54990 25602
0.00001405 : 54993 25603
0.00001405 : 54992 25604
0.00001405 : 59670 25605
0.00001405 : 59672 25606
0.00001405 : 56373 25607
0.00001405 : 33258 25608
0.00001405 : 53230 25609
0.00001405 : 29136 25610
0.00001405 : 39187 25611
0.00001405 : 55026 25612
0.00001405 : 29814 25613
0.00001405 : 58427 25614
0.00001405 : 58428 25615
0.00001405 : 46398 25616
0.00001405 : 57095 25617
0.00001405 : 65811 25618
0.00001405 : 65812 25619
0.00001405 : 65813 25620
0.00001405 : 56820 25621
0.00001405 : 55079 25622
0.00001405 : 70103 25623
0.00001405 : 41492 25624
0.00001405 : 5425 25625
0.00001405 : 23283 25626
0.00001405 : 23281 25627
0.00001405 : 4090 25628
0.00001405 : 4031 25629
0.00001405 : 4065 25630
0.00001405 : 4059 25631
0.00001405 : 4024 25632
0.00001405 : 4067 25633
0.00001405 : 4001 25634
0.00001405 : 4045 25635
0.00001405 : 4021 25636
0.00001405 : 4076 25637
0.00001405 : 3996 25638
0.00001405 : 4053 25639
0.00001405 : 4009 25640
0.00001405 : 7055 25641
0.00001405 : 44480 25642
0.00001405 : 41114 25643
0.00001405 : 60098 25644
0.00001405 : 17908 25645
0.00001405 : 17909 25646
0.00001405 : 58409 25647
0.00001405 : 35669 25648
0.00001405 : 55029 25649
0.00001405 : 51505 25650
0.00001405 : 51506 25651
0.00001405 : 9828 25652
0.00001405 : 55154 25653
0.00001404 : 63834 25654
0.00001404 : 62746 25655
0.00001404 : 63835 25656
0.00001404 : 63833 25657
0.00001404 : 67016 25658
0.00001404 : 68279 25659
0.00001404 : 63251 25660
0.00001404 : 25630 25661
0.00001404 : 46703 25662
0.00001404 : 52699 25663
0.00001404 : 66192 25664
0.00001404 : 38412 25665
0.00001404 : 52698 25666
0.00001404 : 41016 25667
0.00001404 : 41321 25668
0.00001404 : 36264 25669
0.00001404 : 41015 25670
0.00001404 : 41320 25671
0.00001404 : 67913 25672
0.00001404 : 36263 25673
0.00001404 : 72559 25674
0.00001404 : 66614 25675
0.00001404 : 17477 25676
0.00001404 : 69961 25677
0.00001404 : 61759 25678
0.00001404 : 68290 25679
0.00001404 : 12923 25680
0.00001404 : 72560 25681
0.00001404 : 65409 25682
0.00001404 : 72558 25683
0.00001404 : 31307 25684
0.00001404 : 16152 25685
0.00001404 : 24473 25686
0.00001404 : 24471 25687
0.00001404 : 53505 25688
0.00001404 : 50135 25689
0.00001404 : 26526 25690
0.00001404 : 51375 25691
0.00001404 : 30399 25692
0.00001404 : 11289 25693
0.00001404 : 31971 25694
0.00001404 : 47867 25695
0.00001404 : 59191 25696
0.00001404 : 2319 25697
0.00001404 : 60022 25698
0.00001404 : 60024 25699
0.00001404 : 60023 25700
0.00001404 : 28684 25701
0.00001404 : 21052 25702
0.00001404 : 17289 25703
0.00001404 : 52515 25704
0.00001404 : 14343 25705
0.00001404 : 14347 25706
0.00001404 : 14341 25707
0.00001404 : 32981 25708
0.00001404 : 46675 25709
0.00001404 : 32908 25710
0.00001404 : 18105 25711
0.00001404 : 54999 25712
0.00001404 : 48695 25713
0.00001404 : 48696 25714
0.00001404 : 48697 25715
0.00001404 : 52032 25716
0.00001404 : 52029 25717
0.00001404 : 52028 25718
0.00001404 : 36213 25719
0.00001404 : 29505 25720
0.00001404 : 31365 25721
0.00001404 : 44373 25722
0.00001404 : 15468 25723
0.00001404 : 10376 25724
0.00001404 : 59660 25725
0.00001403 : 35398 25726
0.00001403 : 44259 25727
0.00001403 : 34004 25728
0.00001403 : 30791 25729
0.00001403 : 26084 25730
0.00001403 : 26224 25731
0.00001403 : 50931 25732
0.00001403 : 8191 25733
0.00001403 : 22672 25734
0.00001403 : 58153 25735
0.00001403 : 53837 25736
0.00001403 : 53833 25737
0.00001403 : 58106 25738
0.00001403 : 58104 25739
0.00001403 : 68952 25740
0.00001403 : 60912 25741
0.00001403 : 51288 25742
0.00001403 : 51289 25743
0.00001403 : 51287 25744
0.00001403 : 58125 25745
0.00001403 : 58122 25746
0.00001403 : 58119 25747
0.00001403 : 58120 25748
0.00001403 : 66133 25749
0.00001403 : 48578 25750
0.00001403 : 62398 25751
0.00001403 : 62396 25752
0.00001403 : 14027 25753
0.00001403 : 33863 25754
0.00001403 : 28571 25755
0.00001403 : 53709 25756
0.00001403 : 13554 25757
0.00001403 : 59833 25758
0.00001403 : 59832 25759
0.00001403 : 72895 25760
0.00001403 : 51305 25761
0.00001403 : 51303 25762
0.00001403 : 51304 25763
0.00001403 : 19545 25764
0.00001403 : 44370 25765
0.00001403 : 39797 25766
0.00001403 : 6340 25767
0.00001403 : 40385 25768
0.00001403 : 40388 25769
0.00001403 : 40387 25770
0.00001403 : 47374 25771
0.00001403 : 42234 25772
0.00001403 : 58806 25773
0.00001403 : 51216 25774
0.00001403 : 51218 25775
0.00001403 : 51219 25776
0.00001403 : 51220 25777
0.00001403 : 24728 25778
0.00001403 : 24717 25779
0.00001403 : 24719 25780
0.00001403 : 24711 25781
0.00001403 : 24714 25782
0.00001403 : 24344 25783
0.00001402 : 53741 25784
0.00001402 : 13831 25785
0.00001402 : 25671 25786
0.00001402 : 58661 25787
0.00001402 : 58662 25788
0.00001402 : 58663 25789
0.00001402 : 58664 25790
0.00001402 : 58665 25791
0.00001402 : 62404 25792
0.00001402 : 58282 25793
0.00001402 : 46795 25794
0.00001402 : 44604 25795
0.00001402 : 44603 25796
0.00001402 : 44610 25797
0.00001402 : 44609 25798
0.00001402 : 44606 25799
0.00001402 : 44605 25800
0.00001402 : 44601 25801
0.00001402 : 45041 25802
0.00001402 : 38472 25803
0.00001402 : 65514 25804
0.00001402 : 65513 25805
0.00001402 : 14333 25806
0.00001402 : 25136 25807
0.00001402 : 18828 25808
0.00001402 : 62930 25809
0.00001402 : 23782 25810
0.00001402 : 68124 25811
0.00001402 : 68123 25812
0.00001402 : 36209 25813
0.00001402 : 36205 25814
0.00001402 : 36203 25815
0.00001402 : 35778 25816
0.00001402 : 35781 25817
0.00001402 : 24110 25818
0.00001402 : 3633 25819
0.00001402 : 3687 25820
0.00001402 : 3668 25821
0.00001402 : 3671 25822
0.00001402 : 3736 25823
0.00001402 : 3626 25824
0.00001402 : 3796 25825
0.00001402 : 3743 25826
0.00001402 : 3788 25827
0.00001402 : 3795 25828
0.00001402 : 3667 25829
0.00001402 : 44839 25830
0.00001402 : 44842 25831
0.00001402 : 44846 25832
0.00001402 : 44837 25833
0.00001402 : 44835 25834
0.00001402 : 44834 25835
0.00001402 : 44847 25836
0.00001402 : 44849 25837
0.00001402 : 44855 25838
0.00001402 : 44854 25839
0.00001402 : 10544 25840
0.00001402 : 52399 25841
0.00001402 : 52397 25842
0.00001402 : 52398 25843
0.00001402 : 57083 25844
0.00001402 : 43071 25845
0.00001402 : 43069 25846
0.00001402 : 74401 25847
0.00001402 : 21692 25848
0.00001402 : 60443 25849
0.00001402 : 68469 25850
0.00001402 : 61961 25851
0.00001402 : 61832 25852
0.00001402 : 41335 25853
0.00001402 : 38960 25854
0.00001402 : 38959 25855
0.00001402 : 21257 25856
0.00001402 : 57847 25857
0.00001402 : 39271 25858
0.00001402 : 25512 25859
0.00001402 : 12289 25860
0.00001402 : 21215 25861
0.00001402 : 11758 25862
0.00001402 : 11753 25863
0.00001402 : 17083 25864
0.00001402 : 16174 25865
0.00001402 : 27657 25866
0.00001401 : 21775 25867
0.00001401 : 34951 25868
0.00001401 : 58360 25869
0.00001401 : 58359 25870
0.00001401 : 58356 25871
0.00001401 : 47899 25872
0.00001401 : 61273 25873
0.00001401 : 61274 25874
0.00001401 : 57292 25875
0.00001401 : 1291 25876
0.00001401 : 1235 25877
0.00001401 : 1180 25878
0.00001401 : 1219 25879
0.00001401 : 1255 25880
0.00001401 : 1273 25881
0.00001401 : 1231 25882
0.00001401 : 1213 25883
0.00001401 : 49313 25884
0.00001401 : 38973 25885
0.00001401 : 39681 25886
0.00001401 : 30679 25887
0.00001401 : 29749 25888
0.00001401 : 14838 25889
0.00001401 : 32975 25890
0.00001401 : 3825 25891
0.00001401 : 39069 25892
0.00001401 : 47284 25893
0.00001401 : 30244 25894
0.00001401 : 12789 25895
0.00001401 : 24959 25896
0.00001401 : 37177 25897
0.00001401 : 40364 25898
0.00001401 : 22566 25899
0.00001401 : 27767 25900
0.00001401 : 27762 25901
0.00001401 : 27752 25902
0.00001401 : 27766 25903
0.00001401 : 41768 25904
0.00001401 : 13981 25905
0.00001401 : 24500 25906
0.00001401 : 43573 25907
0.00001401 : 43574 25908
0.00001401 : 31504 25909
0.00001401 : 42843 25910
0.00001401 : 15083 25911
0.00001401 : 45336 25912
0.00001401 : 45333 25913
0.00001401 : 45327 25914
0.00001401 : 45326 25915
0.00001401 : 45337 25916
0.00001401 : 45341 25917
0.00001401 : 45342 25918
0.00001401 : 13225 25919
0.00001401 : 64730 25920
0.00001401 : 29660 25921
0.00001401 : 49634 25922
0.00001401 : 32547 25923
0.00001401 : 49042 25924
0.00001401 : 57188 25925
0.00001401 : 5733 25926
0.00001401 : 32059 25927
0.00001401 : 45185 25928
0.00001401 : 45191 25929
0.00001401 : 45192 25930
0.00001401 : 45194 25931
0.00001400 : 61944 25932
0.00001400 : 58680 25933
0.00001400 : 36148 25934
0.00001400 : 52703 25935
0.00001400 : 52705 25936
0.00001400 : 52704 25937
0.00001400 : 52710 25938
0.00001400 : 52706 25939
0.00001400 : 52718 25940
0.00001400 : 52711 25941
0.00001400 : 52712 25942
0.00001400 : 52714 25943
0.00001400 : 52715 25944
0.00001400 : 52716 25945
0.00001400 : 52707 25946
0.00001400 : 52709 25947
0.00001400 : 52719 25948
0.00001400 : 52721 25949
0.00001400 : 52726 25950
0.00001400 : 62151 25951
0.00001400 : 43059 25952
0.00001400 : 31447 25953
0.00001400 : 24613 25954
0.00001400 : 24603 25955
0.00001400 : 24604 25956
0.00001400 : 24615 25957
0.00001400 : 2790 25958
0.00001400 : 20515 25959
0.00001400 : 26269 25960
0.00001400 : 63582 25961
0.00001400 : 63578 25962
0.00001400 : 63596 25963
0.00001400 : 63591 25964
0.00001400 : 63584 25965
0.00001400 : 63592 25966
0.00001400 : 63577 25967
0.00001400 : 63593 25968
0.00001400 : 63586 25969
0.00001400 : 63594 25970
0.00001400 : 63595 25971
0.00001400 : 63579 25972
0.00001400 : 63597 25973
0.00001400 : 63598 25974
0.00001400 : 63590 25975
0.00001400 : 63589 25976
0.00001400 : 63585 25977
0.00001400 : 63588 25978
0.00001400 : 63587 25979
0.00001400 : 63580 25980
0.00001400 : 63581 25981
0.00001400 : 24641 25982
0.00001400 : 64896 25983
0.00001400 : 44326 25984
0.00001400 : 13584 25985
0.00001400 : 13587 25986
0.00001400 : 61861 25987
0.00001400 : 66460 25988
0.00001400 : 29360 25989
0.00001400 : 54601 25990
0.00001400 : 54598 25991
0.00001400 : 57935 25992
0.00001400 : 57933 25993
0.00001400 : 57934 25994
0.00001400 : 58874 25995
0.00001400 : 47630 25996
0.00001400 : 47627 25997
0.00001400 : 47628 25998
0.00001400 : 47629 25999
0.00001400 : 53997 26000
0.00001400 : 29666 26001
0.00001400 : 66845 26002
0.00001400 : 66844 26003
0.00001400 : 66843 26004
0.00001400 : 26873 26005
0.00001400 : 29617 26006
0.00001400 : 29606 26007
0.00001400 : 29621 26008
0.00001400 : 45950 26009
0.00001400 : 45949 26010
0.00001400 : 26513 26011
0.00001400 : 51988 26012
0.00001399 : 48010 26013
0.00001399 : 7972 26014
0.00001399 : 36168 26015
0.00001399 : 64208 26016
0.00001399 : 67405 26017
0.00001399 : 39500 26018
0.00001399 : 45047 26019
0.00001399 : 64942 26020
0.00001399 : 58055 26021
0.00001399 : 38108 26022
0.00001399 : 62278 26023
0.00001399 : 6404 26024
0.00001399 : 19926 26025
0.00001399 : 19948 26026
0.00001399 : 19947 26027
0.00001399 : 19946 26028
0.00001399 : 19939 26029
0.00001399 : 19934 26030
0.00001399 : 19930 26031
0.00001399 : 19928 26032
0.00001399 : 24193 26033
0.00001399 : 5593 26034
0.00001399 : 52630 26035
0.00001399 : 23461 26036
0.00001399 : 23462 26037
0.00001399 : 23458 26038
0.00001399 : 23582 26039
0.00001399 : 60038 26040
0.00001399 : 51198 26041
0.00001399 : 51197 26042
0.00001399 : 38352 26043
0.00001399 : 49616 26044
0.00001399 : 23116 26045
0.00001399 : 23117 26046
0.00001399 : 18594 26047
0.00001399 : 8111 26048
0.00001399 : 32057 26049
0.00001399 : 47138 26050
0.00001399 : 18034 26051
0.00001399 : 18494 26052
0.00001399 : 15125 26053
0.00001399 : 48985 26054
0.00001399 : 48986 26055
0.00001399 : 42829 26056
0.00001399 : 42831 26057
0.00001399 : 58889 26058
0.00001398 : 56416 26059
0.00001398 : 56419 26060
0.00001398 : 56420 26061
0.00001398 : 28081 26062
0.00001398 : 36112 26063
0.00001398 : 56450 26064
0.00001398 : 33315 26065
0.00001398 : 59729 26066
0.00001398 : 46442 26067
0.00001398 : 63389 26068
0.00001398 : 27947 26069
0.00001398 : 29222 26070
0.00001398 : 29207 26071
0.00001398 : 29214 26072
0.00001398 : 29219 26073
0.00001398 : 29206 26074
0.00001398 : 29212 26075
0.00001398 : 29201 26076
0.00001398 : 29223 26077
0.00001398 : 29225 26078
0.00001398 : 29224 26079
0.00001398 : 29199 26080
0.00001398 : 14861 26081
0.00001398 : 71295 26082
0.00001398 : 71296 26083
0.00001398 : 71294 26084
0.00001398 : 62363 26085
0.00001398 : 52959 26086
0.00001398 : 52958 26087
0.00001398 : 1575 26088
0.00001398 : 56395 26089
0.00001398 : 56397 26090
0.00001398 : 54917 26091
0.00001398 : 29457 26092
0.00001398 : 51441 26093
0.00001398 : 52388 26094
0.00001398 : 47017 26095
0.00001398 : 47022 26096
0.00001398 : 47027 26097
0.00001398 : 47020 26098
0.00001398 : 47019 26099
0.00001398 : 24828 26100
0.00001398 : 45609 26101
0.00001398 : 71633 26102
0.00001398 : 15658 26103
0.00001398 : 51259 26104
0.00001398 : 51262 26105
0.00001398 : 51258 26106
0.00001398 : 51266 26107
0.00001398 : 51257 26108
0.00001398 : 51260 26109
0.00001398 : 37264 26110
0.00001398 : 37261 26111
0.00001398 : 37265 26112
0.00001398 : 37256 26113
0.00001398 : 51245 26114
0.00001398 : 55881 26115
0.00001398 : 55876 26116
0.00001398 : 55877 26117
0.00001397 : 23952 26118
0.00001397 : 29404 26119
0.00001397 : 40609 26120
0.00001397 : 58341 26121
0.00001397 : 58340 26122
0.00001397 : 39124 26123
0.00001397 : 39125 26124
0.00001397 : 39121 26125
0.00001397 : 39128 26126
0.00001397 : 39137 26127
0.00001397 : 39117 26128
0.00001397 : 39132 26129
0.00001397 : 39123 26130
0.00001397 : 46529 26131
0.00001397 : 63452 26132
0.00001397 : 63450 26133
0.00001397 : 63448 26134
0.00001397 : 60270 26135
0.00001397 : 60269 26136
0.00001397 : 29183 26137
0.00001397 : 29181 26138
0.00001397 : 22732 26139
0.00001397 : 22730 26140
0.00001397 : 22743 26141
0.00001397 : 22736 26142
0.00001397 : 49838 26143
0.00001397 : 51462 26144
0.00001397 : 51459 26145
0.00001397 : 51464 26146
0.00001397 : 51460 26147
0.00001397 : 59551 26148
0.00001397 : 7278 26149
0.00001397 : 7266 26150
0.00001397 : 26568 26151
0.00001397 : 26574 26152
0.00001397 : 61323 26153
0.00001397 : 32857 26154
0.00001397 : 53334 26155
0.00001397 : 22211 26156
0.00001397 : 22187 26157
0.00001397 : 22208 26158
0.00001397 : 22201 26159
0.00001397 : 22197 26160
0.00001397 : 22196 26161
0.00001397 : 22359 26162
0.00001397 : 53534 26163
0.00001397 : 30133 26164
0.00001397 : 58190 26165
0.00001397 : 60107 26166
0.00001397 : 47478 26167
0.00001397 : 47475 26168
0.00001397 : 47479 26169
0.00001397 : 47464 26170
0.00001397 : 47471 26171
0.00001397 : 47453 26172
0.00001397 : 47474 26173
0.00001397 : 47463 26174
0.00001397 : 47470 26175
0.00001397 : 47456 26176
0.00001397 : 47457 26177
0.00001397 : 47462 26178
0.00001397 : 47468 26179
0.00001397 : 47473 26180
0.00001397 : 47460 26181
0.00001397 : 47461 26182
0.00001397 : 14286 26183
0.00001397 : 31170 26184
0.00001397 : 31180 26185
0.00001397 : 31167 26186
0.00001397 : 31157 26187
0.00001397 : 31158 26188
0.00001397 : 31155 26189
0.00001397 : 31175 26190
0.00001397 : 31190 26191
0.00001397 : 31160 26192
0.00001397 : 31188 26193
0.00001397 : 31184 26194
0.00001397 : 31186 26195
0.00001397 : 31176 26196
0.00001397 : 31159 26197
0.00001397 : 23599 26198
0.00001397 : 31302 26199
0.00001397 : 53345 26200
0.00001397 : 53344 26201
0.00001397 : 38825 26202
0.00001397 : 30773 26203
0.00001397 : 53581 26204
0.00001397 : 38972 26205
0.00001397 : 22984 26206
0.00001397 : 22986 26207
0.00001397 : 51529 26208
0.00001397 : 55055 26209
0.00001396 : 37997 26210
0.00001396 : 38000 26211
0.00001396 : 38002 26212
0.00001396 : 38009 26213
0.00001396 : 38012 26214
0.00001396 : 65422 26215
0.00001396 : 33747 26216
0.00001396 : 68642 26217
0.00001396 : 56179 26218
0.00001396 : 32042 26219
0.00001396 : 51683 26220
0.00001396 : 54075 26221
0.00001396 : 50627 26222
0.00001396 : 50623 26223
0.00001396 : 50625 26224
0.00001396 : 50626 26225
0.00001396 : 50631 26226
0.00001396 : 50629 26227
0.00001396 : 50632 26228
0.00001396 : 50640 26229
0.00001396 : 50641 26230
0.00001396 : 50643 26231
0.00001396 : 50619 26232
0.00001396 : 50630 26233
0.00001396 : 50617 26234
0.00001396 : 50616 26235
0.00001396 : 50612 26236
0.00001396 : 50611 26237
0.00001396 : 50606 26238
0.00001396 : 49085 26239
0.00001396 : 49080 26240
0.00001396 : 49079 26241
0.00001396 : 49078 26242
0.00001396 : 49083 26243
0.00001396 : 49084 26244
0.00001396 : 8171 26245
0.00001396 : 45922 26246
0.00001396 : 59702 26247
0.00001396 : 29713 26248
0.00001396 : 45251 26249
0.00001396 : 55396 26250
0.00001396 : 50656 26251
0.00001396 : 35131 26252
0.00001396 : 59662 26253
0.00001396 : 38690 26254
0.00001396 : 64489 26255
0.00001396 : 64488 26256
0.00001396 : 11478 26257
0.00001396 : 60760 26258
0.00001396 : 48112 26259
0.00001396 : 11175 26260
0.00001396 : 11108 26261
0.00001396 : 11197 26262
0.00001396 : 11227 26263
0.00001396 : 11160 26264
0.00001396 : 11213 26265
0.00001396 : 31925 26266
0.00001396 : 13339 26267
0.00001396 : 13349 26268
0.00001396 : 13332 26269
0.00001396 : 13325 26270
0.00001396 : 13359 26271
0.00001396 : 49220 26272
0.00001396 : 56134 26273
0.00001396 : 56135 26274
0.00001396 : 14649 26275
0.00001396 : 19036 26276
0.00001396 : 47801 26277
0.00001396 : 28985 26278
0.00001396 : 63401 26279
0.00001395 : 10481 26280
0.00001395 : 20882 26281
0.00001395 : 44471 26282
0.00001395 : 34091 26283
0.00001395 : 39076 26284
0.00001395 : 62763 26285
0.00001395 : 52825 26286
0.00001395 : 61139 26287
0.00001395 : 65574 26288
0.00001395 : 52327 26289
0.00001395 : 56195 26290
0.00001395 : 69696 26291
0.00001395 : 65573 26292
0.00001395 : 64736 26293
0.00001395 : 64720 26294
0.00001395 : 17587 26295
0.00001395 : 34264 26296
0.00001395 : 67447 26297
0.00001395 : 61279 26298
0.00001395 : 29830 26299
0.00001395 : 34265 26300
0.00001395 : 69317 26301
0.00001395 : 73603 26302
0.00001395 : 55343 26303
0.00001395 : 67596 26304
0.00001395 : 67597 26305
0.00001395 : 55342 26306
0.00001395 : 70438 26307
0.00001395 : 55341 26308
0.00001395 : 75885 26309
0.00001395 : 20019 26310
0.00001395 : 20016 26311
0.00001395 : 60712 26312
0.00001395 : 75884 26313
0.00001395 : 32244 26314
0.00001395 : 70765 26315
0.00001395 : 67035 26316
0.00001395 : 60299 26317
0.00001395 : 26365 26318
0.00001395 : 77117 26319
0.00001395 : 73596 26320
0.00001395 : 73597 26321
0.00001395 : 73598 26322
0.00001395 : 69319 26323
0.00001395 : 73599 26324
0.00001395 : 73600 26325
0.00001395 : 73601 26326
0.00001395 : 69318 26327
0.00001395 : 60298 26328
0.00001395 : 69729 26329
0.00001395 : 65896 26330
0.00001395 : 73602 26331
0.00001395 : 68819 26332
0.00001395 : 68862 26333
0.00001395 : 68861 26334
0.00001395 : 44004 26335
0.00001395 : 43997 26336
0.00001395 : 43998 26337
0.00001395 : 44000 26338
0.00001395 : 57531 26339
0.00001395 : 50265 26340
0.00001395 : 53813 26341
0.00001395 : 53817 26342
0.00001395 : 53814 26343
0.00001395 : 49014 26344
0.00001395 : 22907 26345
0.00001395 : 52596 26346
